Time,Volume1,Volume2,Volume3,Volume4,Volume5
0,0,0,0.002298851,0.001149425,0.004597701
0.2,0,0,0.002298851,0.001149425,0
0.4,0,0,0.002298851,0.001149425,0
0.6,0,0,0.002298851,0.001149425,0
0.8,0,0,0.002298851,0,0
1,0,0,0.002298851,0,0
1.2,0.002298851,0,0.002298851,0,0
1.4,0.002298851,0,0.002298851,0,0
1.6,0.002298851,0,0.002298851,0,0
1.8,0.002298851,0,0.002298851,0.029885057,0
2,0.002298851,0.02183908,0.029885057,0.044827586,0
2.2,0.002298851,0.025287356,0.034482759,0.057471264,0
2.4,0.017241379,0.051724138,0.049425287,0.066666667,0
2.6,0.034482759,0.055172414,0.059770115,0.082758621,0.024137931
2.8,0.045977011,0.070114943,0.075862069,0.094252874,0.048275862
3,0.062068966,0.087356322,0.093103448,0.108045977,0.054022989
3.2,0.068965517,0.097701149,0.101149425,0.124137931,0.06091954
3.4,0.083908046,0.109195402,0.11954023,0.135632184,0.072413793
3.6,0.098850575,0.11954023,0.125287356,0.145977012,0.086206897
3.8,0.108045977,0.132183908,0.136781609,0.159770115,0.102298851
4,0.126436782,0.148275862,0.151724138,0.172413793,0.112643678
4.2,0.133333333,0.16091954,0.164367816,0.186206897,0.127586207
4.4,0.144827586,0.179310345,0.18045977,0.201149425,0.142528736
4.6,0.165517241,0.188505747,0.189655172,0.212643678,0.154022989
4.8,0.171264368,0.205747126,0.206896552,0.227586207,0.167816092
5,0.185057471,0.217241379,0.216091954,0.237931035,0.179310345
5.2,0.195402299,0.232183908,0.234482759,0.252873563,0.194252874
5.4,0.205747126,0.243678161,0.243678161,0.265517241,0.204597701
5.6,0.225287356,0.254022989,0.262068966,0.281609195,0.222988506
5.8,0.233333333,0.268965517,0.270114943,0.293103448,0.229885058
6,0.251724138,0.279310345,0.288505747,0.302298851,0.247126437
6.2,0.26091954,0.296551724,0.297701149,0.311494253,0.257471264
6.4,0.273563218,0.306896552,0.309195402,0.329885058,0.277011494
6.6,0.289655172,0.321839081,0.324137931,0.33908046,0.282758621
6.8,0.306896552,0.332183908,0.334482759,0.357471264,0.301149425
7,0.313793103,0.348275862,0.348275862,0.367816092,0.308045977
7.2,0.332183908,0.357471264,0.36091954,0.382758621,0.326436782
7.4,0.33908046,0.375862069,0.377011494,0.390804598,0.334482759
7.6,0.357471264,0.385057471,0.387356322,0.411494253,0.352873563
7.8,0.366666667,0.403448276,0.404597701,0.428735632,0.36091954
8,0.38045977,0.412643678,0.413793103,0.450574713,0.371264368
8.2,0.394252874,0.44137931,0.427586207,0.454022989,0.386206897
8.4,0.405747126,0.452873563,0.452873563,0.454022989,0.402298851
8.6,0.421839081,0.454022989,0.454022989,0.454022989,0.418390805
8.8,0.44137931,0.454022989,0.454022989,0.454022989,0.440229885
9,0.456321839,0.454022989,0.454022989,0.454022989,0.454022989
9.2,0.457471264,0.454022989,0.454022989,0.454022989,0.455172414
9.4,0.457471264,0.454022989,0.454022989,0.454022989,0.454022989
9.6,0.457471264,0.454022989,0.454022989,0.454022989,0.454022989
9.8,0.45862069,0.454022989,0.454022989,0.455172414,0.452873563
10,0.45862069,0.454022989,0.454022989,0.455172414,0.452873563
10.2,0.45862069,0.454022989,0.454022989,0.455172414,0.454022989
10.4,0.45862069,0.454022989,0.454022989,0.455172414,0.454022989
10.6,0.45862069,0.452873563,0.454022989,0.455172414,0.454022989
10.8,0.45862069,0.452873563,0.454022989,0.455172414,0.454022989
11,0.457471264,0.452873563,0.454022989,0.455172414,0.454022989
11.2,0.456321839,0.451724138,0.454022989,0.455172414,0.454022989
11.4,0.455172414,0.450574713,0.454022989,0.455172414,0.454022989
11.6,0.455172414,0.450574713,0.454022989,0.455172414,0.454022989
11.8,0.455172414,0.450574713,0.454022989,0.455172414,0.454022989
12,0.455172414,0.450574713,0.454022989,0.455172414,0.454022989
12.2,0.455172414,0.450574713,0.454022989,0.455172414,0.454022989
12.4,0.455172414,0.451724138,0.454022989,0.456321839,0.454022989
12.6,0.455172414,0.454022989,0.454022989,0.456321839,0.454022989
12.8,0.455172414,0.454022989,0.454022989,0.456321839,0.452873563
13,0.455172414,0.454022989,0.454022989,0.456321839,0.452873563
13.2,0.455172414,0.454022989,0.454022989,0.456321839,0.452873563
13.4,0.455172414,0.454022989,0.454022989,0.456321839,0.452873563
13.6,0.455172414,0.454022989,0.454022989,0.455172414,0.452873563
13.8,0.457471264,0.454022989,0.454022989,0.454022989,0.452873563
14,0.457471264,0.454022989,0.454022989,0.454022989,0.452873563
14.2,0.45862069,0.454022989,0.454022989,0.454022989,0.452873563
14.4,0.45862069,0.454022989,0.454022989,0.454022989,0.452873563
14.6,0.459770115,0.452873563,0.454022989,0.454022989,0.452873563
14.8,0.459770115,0.450574713,0.454022989,0.454022989,0.452873563
15,0.459770115,0.450574713,0.454022989,0.454022989,0.452873563
15.2,0.459770115,0.449425287,0.454022989,0.454022989,0.452873563
15.4,0.46091954,0.449425287,0.454022989,0.454022989,0.452873563
15.6,0.46091954,0.449425287,0.454022989,0.454022989,0.452873563
15.8,0.46091954,0.449425287,0.454022989,0.454022989,0.452873563
16,0.46091954,0.449425287,0.454022989,0.454022989,0.452873563
16.2,0.46091954,0.449425287,0.454022989,0.454022989,0.452873563
16.4,0.46091954,0.449425287,0.454022989,0.454022989,0.452873563
16.6,0.46091954,0.450574713,0.454022989,0.454022989,0.452873563
16.8,0.46091954,0.452873563,0.452873563,0.454022989,0.452873563
17,0.46091954,0.452873563,0.452873563,0.454022989,0.452873563
17.2,0.46091954,0.452873563,0.452873563,0.454022989,0.452873563
17.4,0.46091954,0.452873563,0.452873563,0.454022989,0.452873563
17.6,0.46091954,0.452873563,0.452873563,0.454022989,0.452873563
17.8,0.46091954,0.452873563,0.452873563,0.455172414,0.452873563
18,0.46091954,0.452873563,0.452873563,0.456321839,0.452873563
18.2,0.462068966,0.451724138,0.452873563,0.456321839,0.452873563
18.4,0.462068966,0.451724138,0.451724138,0.456321839,0.452873563
18.6,0.462068966,0.451724138,0.451724138,0.456321839,0.452873563
18.8,0.462068966,0.451724138,0.451724138,0.456321839,0.452873563
19,0.462068966,0.451724138,0.451724138,0.456321839,0.452873563
19.2,0.462068966,0.450574713,0.451724138,0.455172414,0.452873563
19.4,0.462068966,0.450574713,0.451724138,0.455172414,0.452873563
19.6,0.462068966,0.450574713,0.451724138,0.455172414,0.452873563
19.8,0.46091954,0.450574713,0.451724138,0.455172414,0.452873563
20,0.46091954,0.450574713,0.451724138,0.455172414,0.452873563
20.2,0.46091954,0.450574713,0.451724138,0.455172414,0.455172414
20.4,0.46091954,0.451724138,0.451724138,0.455172414,0.455172414
20.6,0.46091954,0.451724138,0.451724138,0.455172414,0.455172414
