Time,Volume1,Volume2,Volume3,Volume4,Volume5
0,0,0,0.002298851,0.001149425,0
0.2,0,0,0.001149425,0.001149425,0
0.4,0,0,-0.001149425,0.001149425,0
0.6,-0.001149425,0,-0.001149425,0.001149425,0
0.8,-0.001149425,0.011494253,-0.001149425,0.001149425,0
1,-0.001149425,0.022988506,-0.001149425,0.001149425,0
1.2,0,0.025287356,-0.001149425,0.001149425,0
1.4,0,0.026436782,-0.001149425,0.001149425,0
1.6,0,0.026436782,-0.001149425,0.001149425,0
1.8,0.026436782,0.026436782,-0.001149425,0.001149425,0
2,0.028735632,0.027586207,0,0.001149425,0
2.2,0.028735632,0.029885057,0,0.001149425,0
2.4,0.028735632,0.055172414,0,0.001149425,0
2.6,0.028735632,0.055172414,0.010344828,0.001149425,0
2.8,0.028735632,0.056321839,0.029885057,0.001149425,0.026436782
3,0.031034483,0.056321839,0.031034483,0.027586207,0.027586207
3.2,0.054022989,0.057471264,0.031034483,0.027586207,0.027586207
3.4,0.056321839,0.057471264,0.031034483,0.027586207,0.027586207
3.6,0.056321839,0.062068966,0.032183908,0.027586207,0.027586207
3.8,0.056321839,0.081609195,0.032183908,0.027586207,0.027586207
4,0.056321839,0.083908046,0.035632184,0.027586207,0.033333333
4.2,0.056321839,0.083908046,0.055172414,0.028735632,0.049425287
4.4,0.063218391,0.083908046,0.057471264,0.03908046,0.052873563
4.6,0.079310345,0.083908046,0.05862069,0.056321839,0.054022989
4.8,0.081609195,0.083908046,0.05862069,0.056321839,0.054022989
5,0.081609195,0.090804598,0.05862069,0.056321839,0.054022989
5.2,0.082758621,0.109195402,0.05862069,0.056321839,0.054022989
5.4,0.082758621,0.111494253,0.062068966,0.056321839,0.056321839
5.6,0.082758621,0.111494253,0.085057471,0.06091954,0.075862069
5.8,0.086206897,0.111494253,0.086206897,0.077011494,0.08045977
6,0.105747126,0.111494253,0.086206897,0.08045977,0.08045977
6.2,0.108045977,0.113793103,0.087356322,0.08045977,0.08045977
6.4,0.108045977,0.124137931,0.086206897,0.081609195,0.08045977
6.6,0.109195402,0.137931035,0.087356322,0.082758621,0.082758621
6.8,0.109195402,0.137931035,0.094252874,0.082758621,0.090804598
7,0.110344828,0.137931035,0.109195402,0.085057471,0.105747126
7.2,0.134482759,0.137931035,0.110344828,0.108045977,0.105747126
7.4,0.136781609,0.137931035,0.111494253,0.109195402,0.106896552
7.6,0.136781609,0.137931035,0.112643678,0.109195402,0.106896552
7.8,0.136781609,0.137931035,0.112643678,0.109195402,0.106896552
8,0.136781609,0.137931035,0.113793103,0.109195402,0.110344828
8.2,0.135632184,0.137931035,0.133333333,0.112643678,0.116091954
8.4,0.135632184,0.13908046,0.136781609,0.11954023,0.134482759
8.6,0.135632184,0.142528736,0.137931035,0.132183908,0.135632184
8.8,0.135632184,0.142528736,0.13908046,0.134482759,0.135632184
9,0.135632184,0.142528736,0.13908046,0.135632184,0.135632184
9.2,0.135632184,0.142528736,0.140229885,0.135632184,0.134482759
9.4,0.145977012,0.142528736,0.140229885,0.135632184,0.134482759
9.6,0.147126437,0.142528736,0.140229885,0.135632184,0.135632184
9.8,0.147126437,0.142528736,0.14137931,0.135632184,0.136781609
10,0.147126437,0.142528736,0.143678161,0.135632184,0.144827586
10.2,0.147126437,0.142528736,0.145977012,0.136781609,0.144827586
10.4,0.147126437,0.142528736,0.145977012,0.144827586,0.144827586
10.6,0.147126437,0.142528736,0.145977012,0.145977012,0.144827586
10.8,0.147126437,0.142528736,0.145977012,0.145977012,0.144827586
11,0.147126437,0.142528736,0.145977012,0.145977012,0.144827586
11.2,0.147126437,0.142528736,0.145977012,0.144827586,0.144827586
11.4,0.147126437,0.142528736,0.145977012,0.144827586,0.144827586
11.6,0.147126437,0.142528736,0.145977012,0.144827586,0.143678161
11.8,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
12,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
12.2,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
12.4,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
12.6,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
12.8,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
13,0.145977012,0.142528736,0.145977012,0.144827586,0.143678161
13.2,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
13.4,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
13.6,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
13.8,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
14,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
14.2,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
14.4,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
14.6,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
14.8,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
15,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
15.2,0.145977012,0.142528736,0.144827586,0.144827586,0.143678161
15.4,0.145977012,0.142528736,0.143678161,0.143678161,0.143678161
15.6,0.145977012,0.142528736,0.143678161,0.143678161,0.143678161
15.8,0.145977012,0.142528736,0.143678161,0.143678161,0.143678161
16,0.145977012,0.142528736,0.143678161,0.143678161,0.143678161
16.2,0.145977012,0.142528736,0.143678161,0.143678161,0.143678161
16.4,0.144827586,0.142528736,0.143678161,0.143678161,0.143678161
16.6,0.144827586,0.142528736,0.143678161,0.143678161,0.142528736
16.8,0.144827586,0.142528736,0.143678161,0.143678161,0.142528736
17,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
17.2,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
17.4,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
17.6,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
17.8,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
18,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
18.2,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
18.4,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
18.6,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
18.8,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
19,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
19.2,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
19.4,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
19.6,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
19.8,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
20,0.144827586,0.142528736,0.144827586,0.143678161,0.142528736
20.2,0.145977012,0.142528736,0.144827586,0.143678161,0.142528736
20.4,0.145977012,0.142528736,0.144827586,0.143678161,0.142528736
20.6,0.145977012,0.142528736,0.144827586,0.143678161,0.142528736
20.8,0.145977012,0.142528736,0.144827586,0.143678161,0.142528736
21,0.147126437,0.142528736,0.144827586,0.143678161,0.142528736
21.2,0.147126437,0.142528736,0.144827586,0.143678161,0.14137931
21.4,0.147126437,0.142528736,0.144827586,0.143678161,0.14137931
21.6,0.147126437,0.142528736,0.144827586,0.143678161,0.14137931
21.8,0.14137931,0.142528736,0.144827586,0.143678161,0.14137931
22,0.140229885,0.142528736,0.144827586,0.143678161,0.14137931
22.2,0.140229885,0.142528736,0.144827586,0.143678161,0.14137931
22.4,0.137931035,0.142528736,0.144827586,0.142528736,0.14137931
22.6,0.136781609,0.142528736,0.144827586,0.142528736,0.14137931
22.8,0.137931035,0.142528736,0.144827586,0.142528736,0.14137931
23,0.13908046,0.142528736,0.144827586,0.142528736,0.14137931
23.2,0.13908046,0.142528736,0.144827586,0.142528736,0.14137931
23.4,0.14137931,0.142528736,0.144827586,0.142528736,0.14137931
23.6,0.14137931,0.142528736,0.144827586,0.142528736,0.14137931
23.8,0.142528736,0.142528736,0.144827586,0.142528736,0.14137931
24,0.142528736,0.142528736,0.144827586,0.142528736,0.14137931
24.2,0.142528736,0.142528736,0.144827586,0.142528736,0.14137931
24.4,0.143678161,0.142528736,0.144827586,0.142528736,0.14137931
24.6,0.143678161,0.142528736,0.144827586,0.142528736,0.14137931
24.8,0.143678161,0.142528736,0.144827586,0.142528736,0.14137931
25,0.143678161,0.142528736,0.144827586,0.142528736,0.14137931
25.2,0.144827586,0.142528736,0.144827586,0.142528736,0.14137931
25.4,0.144827586,0.142528736,0.144827586,0.142528736,0.14137931
25.6,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
25.8,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
26,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
26.2,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
26.4,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
26.6,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
26.8,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
27,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
27.2,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
27.4,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
27.6,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
27.8,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
28,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
28.2,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
28.4,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
28.6,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
28.8,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
29,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
29.2,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
29.4,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
29.6,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
29.8,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
30,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
30.2,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
30.4,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
30.6,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
30.8,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
31,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
31.2,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
31.4,0.144827586,0.142528736,0.144827586,0.142528736,0.142528736
31.6,0.143678161,0.142528736,0.144827586,0.142528736,0.142528736
31.8,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
32,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
32.2,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
32.4,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
32.6,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
32.8,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
33,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
33.2,0.143678161,0.142528736,0.144827586,0.142528736,0.143678161
33.4,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
33.6,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
33.8,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
34,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
34.2,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
34.4,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
34.6,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
34.8,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
35,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
35.2,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
35.4,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
35.6,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
35.8,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
36,0.143678161,0.143678161,0.144827586,0.142528736,0.143678161
36.2,0.143678161,0.143678161,0.144827586,0.142528736,0.144827586
36.4,0.143678161,0.143678161,0.144827586,0.143678161,0.144827586
36.6,0.143678161,0.143678161,0.144827586,0.143678161,0.144827586
36.8,0.143678161,0.143678161,0.144827586,0.143678161,0.144827586
37,0.143678161,0.143678161,0.144827586,0.143678161,0.144827586
37.2,0.143678161,0.143678161,0.144827586,0.143678161,0.144827586
37.4,0.143678161,0.143678161,0.144827586,0.144827586,0.144827586
37.6,0.143678161,0.143678161,0.144827586,0.144827586,0.144827586
37.8,0.143678161,0.143678161,0.144827586,0.144827586,0.144827586
38,0.143678161,0.143678161,0.144827586,0.144827586,0.143678161
38.2,0.143678161,0.143678161,0.144827586,0.144827586,0.143678161
38.4,0.143678161,0.143678161,0.144827586,0.144827586,0.143678161
38.6,0.143678161,0.143678161,0.144827586,0.144827586,0.143678161
38.8,0.143678161,0.143678161,0.144827586,0.144827586,0.143678161
39,0.143678161,0.143678161,0.144827586,0.144827586,0.143678161
39.2,0.143678161,0.143678161,0.144827586,0.143678161,0.143678161
