Time,Volume1,Volume2,Volume3,Volume4,Volume5
0,0,0,-0.003464203,0,0
0.2,0,0,-0.003464203,0,0
0.4,0,0,-0.003464203,0,0
0.6,0,0,-0.003464203,0,0
0.8,0,0,-0.003464203,0,0
1,0,0,-0.003464203,0,0
1.2,0,0,-0.003464203,0,0
1.4,0,0,-0.003464203,0,0
1.6,0,0,-0.003464203,0,0.023094688
1.8,0,0,-0.003464203,0,0.04965358
2,0.021939954,0,0.032332564,0.030023095,0.054272517
2.2,0.048498845,0.036951501,0.053117783,0.055427252,0.064665127
2.4,0.053117783,0.053117783,0.055427252,0.056581986,0.081986143
2.6,0.062355658,0.057736721,0.072748268,0.073903002,0.093533487
2.8,0.072748268,0.084295612,0.07852194,0.079676674,0.105080831
3,0.100461894,0.087759815,0.1073903,0.106235566,0.127020785
3.2,0.1073903,0.101616628,0.110854504,0.109699769,0.135103926
3.4,0.115473441,0.11778291,0.122401848,0.122401848,0.142032333
3.6,0.124711316,0.131639723,0.132794457,0.129330254,0.161662818
3.8,0.152424942,0.142032333,0.154734411,0.15704388,0.173210162
4,0.159353349,0.165127021,0.166281755,0.163972286,0.18591224
4.2,0.16743649,0.172055427,0.187066975,0.172055427,0.20669746
4.4,0.187066975,0.180138568,0.195150116,0.191685912,0.214780601
4.6,0.192840647,0.200923788,0.202078522,0.204387991,0.221709007
4.8,0.210161663,0.20669746,0.213625866,0.213625866,0.242494226
5,0.219399538,0.224018476,0.23556582,0.232101617,0.249422633
5.2,0.240184758,0.237875289,0.249422633,0.242494226,0.262124711
5.4,0.248267898,0.251732102,0.251732102,0.26443418,0.278290993
5.6,0.257505774,0.262124711,0.279445728,0.271362587,0.292147806
5.8,0.270207852,0.278290993,0.280600462,0.27482679,0.311778291
6,0.290993072,0.288683603,0.296766744,0.299076213,0.321016166
6.2,0.294457275,0.306004619,0.30369515,0.306004619,0.32448037
6.4,0.319861432,0.31408776,0.330254042,0.318706698,0.348729792
6.6,0.32448037,0.336027714,0.334872979,0.33256351,0.351039261
6.8,0.337182448,0.341801386,0.349884527,0.349884527,0.367205543
7,0.34295612,0.35334873,0.36374134,0.362586605,0.379907621
7.2,0.372979215,0.364896074,0.378752887,0.378752887,0.396073903
7.4,0.375288684,0.383371825,0.385681293,0.38221709,0.406466513
7.6,0.390300231,0.394919169,0.408775982,0.407621247,0.426096998
7.8,0.396073903,0.414549654,0.418013857,0.412240185,0.430715935
8,0.424942263,0.424942263,0.438799076,0.424942263,0.453810624
8.2,0.429561201,0.430715935,0.444572748,0.438799076,0.458429561
8.4,0.441108545,0.453810624,0.456120092,0.453810624,0.476905312
8.6,0.449191686,0.457274827,0.473441109,0.463048499,0.486143187
8.8,0.479214781,0.474595843,0.479214781,0.482678984,0.501154734
9,0.481524249,0.478060046,0.495381062,0.488452656,0.521939954
9.2,0.494226328,0.504618938,0.521939954,0.511547344,0.538106236
9.4,0.501154734,0.51039261,0.52886836,0.519630485,0.541570439
9.6,0.534642032,0.523094688,0.531177829,0.540415704,0.541570439
9.8,0.538106236,0.536951501,0.531177829,0.541570439,0.541570439
10,0.538106236,0.53926097,0.531177829,0.542725173,0.541570439
10.2,0.538106236,0.541570439,0.531177829,0.542725173,0.541570439
10.4,0.538106236,0.542725173,0.531177829,0.542725173,0.541570439
10.6,0.538106236,0.542725173,0.531177829,0.542725173,0.541570439
10.8,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
11,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
11.2,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
11.4,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
11.6,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
11.8,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
12,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
12.2,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
12.4,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
12.6,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
12.8,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
13,0.538106236,0.542725173,0.531177829,0.541570439,0.541570439
13.2,0.538106236,0.542725173,0.531177829,0.540415704,0.541570439
13.4,0.538106236,0.542725173,0.53926097,0.540415704,0.541570439
13.6,0.538106236,0.542725173,0.53926097,0.540415704,0.541570439
13.8,0.538106236,0.542725173,0.53926097,0.540415704,0.541570439
14,0.538106236,0.542725173,0.53926097,0.540415704,0.541570439
14.2,0.538106236,0.542725173,0.53926097,0.540415704,0.541570439
14.4,0.538106236,0.542725173,0.53926097,0.540415704,0.541570439
14.6,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
14.8,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
15,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
15.2,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
15.4,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
15.6,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
15.8,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
16,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
16.2,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
16.4,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
16.6,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
16.8,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
17,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
17.2,0.538106236,0.543879908,0.53926097,0.540415704,0.541570439
17.4,0.538106236,0.543879908,0.53926097,0.540415704,0.540415704
17.6,0.538106236,0.543879908,0.53926097,0.540415704,0.540415704
17.8,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
18,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
18.2,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
18.4,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
18.6,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
18.8,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
19,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
19.2,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
19.4,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
19.6,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
19.8,0.536951501,0.543879908,0.53926097,0.540415704,0.540415704
20,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
20.2,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
20.4,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
20.6,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
20.8,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
21,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
21.2,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
21.4,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
21.6,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
21.8,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
22,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
22.2,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
22.4,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
22.6,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
22.8,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
23,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
23.2,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
23.4,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
23.6,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
23.8,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
24,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
24.2,0.536951501,0.542725173,0.53926097,0.540415704,0.540415704
24.4,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
24.6,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
24.8,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
25,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
25.2,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
25.4,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
25.6,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
25.8,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
26,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
26.2,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
26.4,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
26.6,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
26.8,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
27,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
27.2,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
27.4,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
27.6,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
27.8,0.536951501,0.542725173,0.538106236,0.540415704,0.540415704
28,0.536951501,0.541570439,0.538106236,0.540415704,0.540415704
28.2,0.536951501,0.541570439,0.538106236,0.540415704,0.540415704
28.4,0.536951501,0.541570439,0.538106236,0.540415704,0.540415704
28.6,0.536951501,0.541570439,0.538106236,0.540415704,0.540415704
28.8,0.536951501,0.541570439,0.538106236,0.540415704,0.540415704
